strain,seqid,source,type,start,end,length,strand,score,phase,gene_id,name,product,locus_tag,gene_biotype,attributes
CDC1551,NC_002755.2,RefSeq,gene,899641,901239,1599,-,,,gene-MT_RS04230,cpsY,,MT_RS04230,protein_coding,ID=gene-MT_RS04230;Name=cpsY;gbkey=Gene;gene=cpsY;gene_biotype=protein_coding;locus_tag=MT_RS04230;old_locus_tag=MT0826
CDC1551,NC_002755.2,Protein Homology,CDS,899641,901239,1599,-,,0,cds-WP_003898594.1,WP_003898594.1,stealth family protein,MT_RS04230,protein_coding,ID=cds-WP_003898594.1;Parent=gene-MT_RS04230;Dbxref=GenBank:WP_003898594.1;Name=WP_003898594.1;gbkey=CDS;gene=cpsY;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215321.1;locus_tag=MT_RS04230;product=stealth family protein;protein_id=WP_003898594.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,901544,901933,390,+,,,gene-MT_RS04235,MT_RS04235,,MT_RS04235,protein_coding,ID=gene-MT_RS04235;Name=MT_RS04235;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04235;old_locus_tag=MT0828
CDC1551,NC_002755.2,Protein Homology,CDS,901544,901933,390,+,,0,cds-WP_003404127.1,WP_003404127.1,sterol carrier family protein,MT_RS04235,protein_coding,ID=cds-WP_003404127.1;Parent=gene-MT_RS04235;Dbxref=GenBank:WP_003404127.1;Name=WP_003404127.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215322.1;locus_tag=MT_RS04235;product=sterol carrier family protein;protein_id=WP_003404127.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,902074,903603,1530,+,,,gene-MT_RS04240,purF,,MT_RS04240,protein_coding,ID=gene-MT_RS04240;Name=purF;gbkey=Gene;gene=purF;gene_biotype=protein_coding;locus_tag=MT_RS04240;old_locus_tag=MT0829
CDC1551,NC_002755.2,Protein Homology,CDS,902074,903603,1530,+,,0,cds-WP_003911290.1,WP_003911290.1,amidophosphoribosyltransferase,MT_RS04240,protein_coding,"ID=cds-WP_003911290.1;Parent=gene-MT_RS04240;Dbxref=GenBank:WP_003911290.1;Name=WP_003911290.1;Ontology_term=GO:0009113,GO:0004044;gbkey=CDS;gene=purF;go_function=amidophosphoribosyltransferase activity|0004044||IEA;go_process=purine nucleobase biosynthetic process|0009113||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003911290.1;locus_tag=MT_RS04240;product=amidophosphoribosyltransferase;protein_id=WP_003911290.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,903634,904728,1095,+,,,gene-MT_RS04245,purM,,MT_RS04245,protein_coding,ID=gene-MT_RS04245;Name=purM;gbkey=Gene;gene=purM;gene_biotype=protein_coding;locus_tag=MT_RS04245;old_locus_tag=MT0830
CDC1551,NC_002755.2,Protein Homology,CDS,903634,904728,1095,+,,0,cds-WP_003404132.1,WP_003404132.1,phosphoribosylformylglycinamidine cyclo-ligase,MT_RS04245,protein_coding,"ID=cds-WP_003404132.1;Parent=gene-MT_RS04245;Dbxref=GenBank:WP_003404132.1;Name=WP_003404132.1;Ontology_term=GO:0006189,GO:0004641;gbkey=CDS;gene=purM;go_function=phosphoribosylformylglycinamidine cyclo-ligase activity|0004641||IEA;go_process='de novo' IMP biosynthetic process|0006189||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215324.1;locus_tag=MT_RS04245;product=phosphoribosylformylglycinamidine cyclo-ligase;protein_id=WP_003404132.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,904814,904996,183,-,,,gene-MT_RS04250,MT_RS04250,,MT_RS04250,protein_coding,ID=gene-MT_RS04250;Name=MT_RS04250;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04250;old_locus_tag=MT0831
CDC1551,NC_002755.2,Protein Homology,CDS,904814,904996,183,-,,0,cds-WP_003404135.1,WP_003404135.1,DUF3073 domain-containing protein,MT_RS04250,protein_coding,ID=cds-WP_003404135.1;Parent=gene-MT_RS04250;Dbxref=GenBank:WP_003404135.1;Name=WP_003404135.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007777661.1;locus_tag=MT_RS04250;product=DUF3073 domain-containing protein;protein_id=WP_003404135.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,905143,906249,1107,-,,,gene-MT_RS04255,MT_RS04255,,MT_RS04255,protein_coding,ID=gene-MT_RS04255;Name=MT_RS04255;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04255;old_locus_tag=MT0832
CDC1551,NC_002755.2,Protein Homology,CDS,905143,906249,1107,-,,0,cds-WP_003404137.1,WP_003404137.1,YgfZ/GcvT domain-containing protein,MT_RS04255,protein_coding,"ID=cds-WP_003404137.1;Parent=gene-MT_RS04255;Dbxref=GenBank:WP_003404137.1;Name=WP_003404137.1;Ontology_term=GO:0016226,GO:0016740,GO:0005739;gbkey=CDS;go_component=mitochondrion|0005739||IEA;go_function=transferase activity|0016740||IEA;go_process=iron-sulfur cluster assembly|0016226||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215326.1;locus_tag=MT_RS04255;product=YgfZ/GcvT domain-containing protein;protein_id=WP_003404137.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,906332,907201,870,+,,,gene-MT_RS04260,MT_RS04260,,MT_RS04260,protein_coding,ID=gene-MT_RS04260;Name=MT_RS04260;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04260;old_locus_tag=MT0833
CDC1551,NC_002755.2,Protein Homology,CDS,906332,907201,870,+,,0,cds-WP_003404139.1,WP_003404139.1,aminodeoxychorismate lyase,MT_RS04260,protein_coding,ID=cds-WP_003404139.1;Parent=gene-MT_RS04260;Dbxref=GenBank:WP_003404139.1;Name=WP_003404139.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:YP_177757.1;locus_tag=MT_RS04260;product=aminodeoxychorismate lyase;protein_id=WP_003404139.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,907247,907927,681,-,,,gene-MT_RS04265,MT_RS04265,,MT_RS04265,protein_coding,ID=gene-MT_RS04265;Name=MT_RS04265;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04265;old_locus_tag=MT0834
CDC1551,NC_002755.2,Protein Homology,CDS,907247,907927,681,-,,0,cds-WP_003898596.1,WP_003898596.1,FABP family protein,MT_RS04265,protein_coding,ID=cds-WP_003898596.1;Parent=gene-MT_RS04265;Dbxref=GenBank:WP_003898596.1;Name=WP_003898596.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215328.1;locus_tag=MT_RS04265;product=FABP family protein;protein_id=WP_003898596.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,908090,908392,303,-,,,gene-MT_RS04275,MT_RS04275,,MT_RS04275,protein_coding,ID=gene-MT_RS04275;Name=MT_RS04275;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04275;old_locus_tag=MT0836
CDC1551,NC_002755.2,Protein Homology,CDS,908090,908392,303,-,,0,cds-WP_003404278.1,WP_003404278.1,DUF1416 domain-containing protein,MT_RS04275,protein_coding,ID=cds-WP_003404278.1;Parent=gene-MT_RS04275;Dbxref=GenBank:WP_003404278.1;Name=WP_003404278.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215329.1;locus_tag=MT_RS04275;product=DUF1416 domain-containing protein;protein_id=WP_003404278.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,908394,909227,834,-,,,gene-MT_RS04280,MT_RS04280,,MT_RS04280,protein_coding,ID=gene-MT_RS04280;Name=MT_RS04280;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04280;old_locus_tag=MT0837
CDC1551,NC_002755.2,Protein Homology,CDS,908394,909227,834,-,,0,cds-WP_003404293.1,WP_003404293.1,sulfurtransferase,MT_RS04280,protein_coding,"ID=cds-WP_003404293.1;Parent=gene-MT_RS04280;Dbxref=GenBank:WP_003404293.1;Name=WP_003404293.1;Ontology_term=GO:0000098,GO:0016783;gbkey=CDS;go_function=sulfurtransferase activity|0016783||IEA;go_process=sulfur amino acid catabolic process|0000098||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215330.1;locus_tag=MT_RS04280;product=sulfurtransferase;protein_id=WP_003404293.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,909401,909514,114,-,,,gene-MT_RS23360,MT_RS23360,,MT_RS23360,protein_coding,ID=gene-MT_RS23360;Name=MT_RS23360;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS23360
CDC1551,NC_002755.2,Protein Homology,CDS,909401,909514,114,-,,0,cds-WP_349814712.1,WP_349814712.1,Ms5788A family Cys-rich leader peptide,MT_RS23360,protein_coding,ID=cds-WP_349814712.1;Parent=gene-MT_RS23360;Dbxref=GenBank:WP_349814712.1;Name=WP_349814712.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF042933.1;locus_tag=MT_RS23360;product=Ms5788A family Cys-rich leader peptide;protein_id=WP_349814712.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,909520,909942,423,-,,,gene-MT_RS04285,thiX,,MT_RS04285,protein_coding,ID=gene-MT_RS04285;Name=thiX;gbkey=Gene;gene=thiX;gene_biotype=protein_coding;locus_tag=MT_RS04285;old_locus_tag=MT0838
CDC1551,NC_002755.2,Protein Homology,CDS,909520,909942,423,-,,0,cds-WP_003898598.1,WP_003898598.1,thioredoxin family protein,MT_RS04285,protein_coding,ID=cds-WP_003898598.1;Parent=gene-MT_RS04285;Dbxref=GenBank:WP_003898598.1;Name=WP_003898598.1;Ontology_term=GO:0015035;gbkey=CDS;gene=thiX;go_function=protein-disulfide reductase activity|0015035||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215331.1;locus_tag=MT_RS04285;product=thioredoxin family protein;protein_id=WP_003898598.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,909939,910751,813,-,,,gene-MT_RS04290,lmeA,,MT_RS04290,protein_coding,ID=gene-MT_RS04290;Name=lmeA;gbkey=Gene;gene=lmeA;gene_biotype=protein_coding;locus_tag=MT_RS04290;old_locus_tag=MT0839
CDC1551,NC_002755.2,Protein Homology,CDS,909939,910751,813,-,,0,cds-WP_003404298.1,WP_003404298.1,mannan chain length control protein LmeA,MT_RS04290,protein_coding,ID=cds-WP_003404298.1;Parent=gene-MT_RS04290;Dbxref=GenBank:WP_003404298.1;Name=WP_003404298.1;gbkey=CDS;gene=lmeA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215332.1;locus_tag=MT_RS04290;product=mannan chain length control protein LmeA;protein_id=WP_003404298.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,910881,911648,768,+,,,gene-MT_RS04295,MT_RS04295,,MT_RS04295,protein_coding,ID=gene-MT_RS04295;Name=MT_RS04295;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04295;old_locus_tag=MT0840
CDC1551,NC_002755.2,Protein Homology,CDS,910881,911648,768,+,,0,cds-WP_003898599.1,WP_003898599.1,winged helix-turn-helix transcriptional regulator,MT_RS04295,protein_coding,"ID=cds-WP_003898599.1;Parent=gene-MT_RS04295;Dbxref=GenBank:WP_003898599.1;Name=WP_003898599.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215333.1;locus_tag=MT_RS04295;product=winged helix-turn-helix transcriptional regulator;protein_id=WP_003898599.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,911645,912592,948,+,,,gene-MT_RS04300,mshD,,MT_RS04300,protein_coding,ID=gene-MT_RS04300;Name=mshD;gbkey=Gene;gene=mshD;gene_biotype=protein_coding;locus_tag=MT_RS04300;old_locus_tag=MT0841
CDC1551,NC_002755.2,Protein Homology,CDS,911645,912592,948,+,,0,cds-WP_003404307.1,WP_003404307.1,mycothiol synthase,MT_RS04300,protein_coding,"ID=cds-WP_003404307.1;Parent=gene-MT_RS04300;Dbxref=GenBank:WP_003404307.1;Name=WP_003404307.1;Ontology_term=GO:0010125,GO:0035447;gbkey=CDS;gene=mshD;go_function=mycothiol synthase activity|0035447||IEA;go_process=mycothiol biosynthetic process|0010125||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215334.1;locus_tag=MT_RS04300;product=mycothiol synthase;protein_id=WP_003404307.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,912635,913411,777,+,,,gene-MT_RS04305,pstB,,MT_RS04305,protein_coding,ID=gene-MT_RS04305;Name=pstB;gbkey=Gene;gene=pstB;gene_biotype=protein_coding;locus_tag=MT_RS04305;old_locus_tag=MT0842
CDC1551,NC_002755.2,Protein Homology,CDS,912635,913411,777,+,,0,cds-WP_003404312.1,WP_003404312.1,phosphate ABC transporter ATP-binding protein PstB,MT_RS04305,protein_coding,"ID=cds-WP_003404312.1;Parent=gene-MT_RS04305;Dbxref=GenBank:WP_003404312.1;Name=WP_003404312.1;Ontology_term=GO:0006817,GO:0005524,GO:0015415,GO:0009898,GO:0055052;gbkey=CDS;gene=pstB;go_component=cytoplasmic side of plasma membrane|0009898||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATP binding|0005524||IEA,ATPase-coupled phosphate ion transmembrane transporter activity|0015415||IEA;go_process=phosphate ion transport|0006817||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215335.1;locus_tag=MT_RS04305;product=phosphate ABC transporter ATP-binding protein PstB;protein_id=WP_003404312.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,913467,914108,642,-,,,gene-MT_RS04310,phoU,,MT_RS04310,protein_coding,ID=gene-MT_RS04310;Name=phoU;gbkey=Gene;gene=phoU;gene_biotype=protein_coding;locus_tag=MT_RS04310;old_locus_tag=MT0843
CDC1551,NC_002755.2,Protein Homology,CDS,913467,914108,642,-,,0,cds-WP_003404314.1,WP_003404314.1,phosphate signaling complex protein PhoU,MT_RS04310,protein_coding,"ID=cds-WP_003404314.1;Parent=gene-MT_RS04310;Dbxref=GenBank:WP_003404314.1;Name=WP_003404314.1;Ontology_term=GO:0006817,GO:0030643,GO:0045936;gbkey=CDS;gene=phoU;go_process=phosphate ion transport|0006817||IEA,intracellular phosphate ion homeostasis|0030643||IEA,negative regulation of phosphate metabolic process|0045936||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215336.1;locus_tag=MT_RS04310;product=phosphate signaling complex protein PhoU;protein_id=WP_003404314.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,914166,916220,2055,-,,,gene-MT_RS04315,MT_RS04315,,MT_RS04315,protein_coding,ID=gene-MT_RS04315;Name=MT_RS04315;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04315;old_locus_tag=MT0844
CDC1551,NC_002755.2,Protein Homology,CDS,914166,916220,2055,-,,0,cds-WP_003898600.1,WP_003898600.1,LCP family protein,MT_RS04315,protein_coding,"ID=cds-WP_003898600.1;Parent=gene-MT_RS04315;Dbxref=GenBank:WP_003898600.1;Name=WP_003898600.1;Ontology_term=GO:0070726,GO:0071555,GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;go_process=cell wall assembly|0070726||IEA,cell wall organization|0071555||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215337.1;locus_tag=MT_RS04315;product=LCP family protein;protein_id=WP_003898600.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,916386,917555,1170,-,,,gene-MT_RS04320,dusB,,MT_RS04320,protein_coding,ID=gene-MT_RS04320;Name=dusB;gbkey=Gene;gene=dusB;gene_biotype=protein_coding;locus_tag=MT_RS04320;old_locus_tag=MT0845
CDC1551,NC_002755.2,Protein Homology,CDS,916386,917555,1170,-,,0,cds-WP_003898601.1,WP_003898601.1,tRNA dihydrouridine synthase DusB,MT_RS04320,protein_coding,"ID=cds-WP_003898601.1;Parent=gene-MT_RS04320;Dbxref=GenBank:WP_003898601.1;Name=WP_003898601.1;Ontology_term=GO:0008033,GO:0017150,GO:0050660;gbkey=CDS;gene=dusB;go_function=tRNA dihydrouridine synthase activity|0017150||IEA,flavin adenine dinucleotide binding|0050660||IEA;go_process=tRNA processing|0008033||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215338.1;locus_tag=MT_RS04320;product=tRNA dihydrouridine synthase DusB;protein_id=WP_003898601.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,917643,918659,1017,-,,,gene-MT_RS04325,desA1,,MT_RS04325,protein_coding,ID=gene-MT_RS04325;Name=desA1;gbkey=Gene;gene=desA1;gene_biotype=protein_coding;locus_tag=MT_RS04325;old_locus_tag=MT0846
CDC1551,NC_002755.2,Protein Homology,CDS,917643,918659,1017,-,,0,cds-WP_010924303.1,WP_010924303.1,acyl-ACP desaturase DesA1,MT_RS04325,protein_coding,ID=cds-WP_010924303.1;Parent=gene-MT_RS04325;Dbxref=GenBank:WP_010924303.1;Name=WP_010924303.1;gbkey=CDS;gene=desA1;inference=COORDINATES: similar to AA sequence:RefSeq:YP_177758.1;locus_tag=MT_RS04325;product=acyl-ACP desaturase DesA1;protein_id=WP_010924303.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,918821,919462,642,-,,,gene-MT_RS04330,MT_RS04330,,MT_RS04330,protein_coding,ID=gene-MT_RS04330;Name=MT_RS04330;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04330;old_locus_tag=MT0847
CDC1551,NC_002755.2,Protein Homology,CDS,918821,919462,642,-,,0,cds-WP_003404326.1,WP_003404326.1,TetR/AcrR family transcriptional regulator,MT_RS04330,protein_coding,"ID=cds-WP_003404326.1;Parent=gene-MT_RS04330;Dbxref=GenBank:WP_003404326.1;Name=WP_003404326.1;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215340.1;locus_tag=MT_RS04330;product=TetR/AcrR family transcriptional regulator;protein_id=WP_003404326.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,919543,920598,1056,+,,,gene-MT_RS04335,MT_RS04335,,MT_RS04335,protein_coding,ID=gene-MT_RS04335;Name=MT_RS04335;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04335;old_locus_tag=MT0848
CDC1551,NC_002755.2,Protein Homology,CDS,919543,920598,1056,+,,0,cds-WP_003898602.1,WP_003898602.1,oxygenase MpaB family protein,MT_RS04335,protein_coding,ID=cds-WP_003898602.1;Parent=gene-MT_RS04335;Dbxref=GenBank:WP_003898602.1;Name=WP_003898602.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215341.1;locus_tag=MT_RS04335;product=oxygenase MpaB family protein;protein_id=WP_003898602.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,920650,921042,393,-,,,gene-MT_RS04340,kmtR,,MT_RS04340,protein_coding,ID=gene-MT_RS04340;Name=kmtR;gbkey=Gene;gene=kmtR;gene_biotype=protein_coding;locus_tag=MT_RS04340;old_locus_tag=MT0849
CDC1551,NC_002755.2,Protein Homology,CDS,920650,921042,393,-,,0,cds-WP_003404335.1,WP_003404335.1,Ni(II)/Co(II)-sensing metalloregulatory transcriptional repressor KmtR,MT_RS04340,protein_coding,ID=cds-WP_003404335.1;Parent=gene-MT_RS04340;Dbxref=GenBank:WP_003404335.1;Name=WP_003404335.1;gbkey=CDS;gene=kmtR;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215342.1;locus_tag=MT_RS04340;product=Ni(II)/Co(II)-sensing metalloregulatory transcriptional repressor KmtR;protein_id=WP_003404335.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,921100,921447,348,-,,,gene-MT_RS04345,MT_RS04345,,MT_RS04345,protein_coding,ID=gene-MT_RS04345;Name=MT_RS04345;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04345
CDC1551,NC_002755.2,Protein Homology,CDS,921100,921447,348,-,,0,cds-WP_078377808.1,WP_078377808.1,nucleoside deaminase,MT_RS04345,protein_coding,ID=cds-WP_078377808.1;Parent=gene-MT_RS04345;Dbxref=GenBank:WP_078377808.1;Name=WP_078377808.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF012601.6;locus_tag=MT_RS04345;product=nucleoside deaminase;protein_id=WP_078377808.1;transl_table=11
CDC1551,NC_002755.2,Protein Homology,CDS,921474,921774,301,+,,0,cds-MT_RS04350,,zinc ribbon domain-containing protein,MT_RS04350,protein_coding,"ID=cds-MT_RS04350;Parent=gene-MT_RS04350;Note=frameshifted%3B incomplete%3B partial in the middle of a contig%3B missing N-terminus;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015288650.1;locus_tag=MT_RS04350;partial=true;product=zinc ribbon domain-containing protein;pseudo=true;start_range=.,921474;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,921879,922784,906,+,,,gene-MT_RS04355,MT_RS04355,,MT_RS04355,protein_coding,ID=gene-MT_RS04355;Name=MT_RS04355;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04355;old_locus_tag=MT0851
CDC1551,NC_002755.2,Protein Homology,CDS,921879,922784,906,+,,0,cds-WP_003404349.1,WP_003404349.1,SAM-dependent methyltransferase,MT_RS04355,protein_coding,ID=cds-WP_003404349.1;Parent=gene-MT_RS04355;Dbxref=GenBank:WP_003404349.1;Name=WP_003404349.1;Ontology_term=GO:0008168;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215345.1;locus_tag=MT_RS04355;product=SAM-dependent methyltransferase;protein_id=WP_003404349.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,922803,923618,816,-,,,gene-MT_RS04360,MT_RS04360,,MT_RS04360,protein_coding,ID=gene-MT_RS04360;Name=MT_RS04360;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS04360;old_locus_tag=MT0852
CDC1551,NC_002755.2,Protein Homology,CDS,922803,923618,816,-,,0,cds-WP_003404352.1,WP_003404352.1,TIGR04255 family protein,MT_RS04360,protein_coding,ID=cds-WP_003404352.1;Parent=gene-MT_RS04360;Dbxref=GenBank:WP_003404352.1;Name=WP_003404352.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_215346.1;locus_tag=MT_RS04360;product=TIGR04255 family protein;protein_id=WP_003404352.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,923712,923784,73,-,,,gene-MT_RS04365,MT_RS04365,,MT_RS04365,tRNA,ID=gene-MT_RS04365;Name=MT_RS04365;gbkey=Gene;gene_biotype=tRNA;locus_tag=MT_RS04365;old_locus_tag=MTt10
CDC1551,NC_002755.2,tRNAscan-SE,tRNA,923712,923784,73,-,,,rna-MT_RS04365,,tRNA-Lys,MT_RS04365,protein_coding,ID=rna-MT_RS04365;Parent=gene-MT_RS04365;anticodon=(pos:complement(923749..923751));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MT_RS04365;product=tRNA-Lys
CDC1551,NC_002755.2,RefSeq,gene,923908,923981,74,+,,,gene-MT_RS04370,MT_RS04370,,MT_RS04370,tRNA,ID=gene-MT_RS04370;Name=MT_RS04370;gbkey=Gene;gene_biotype=tRNA;locus_tag=MT_RS04370;old_locus_tag=MTt11
CDC1551,NC_002755.2,tRNAscan-SE,tRNA,923908,923981,74,+,,,rna-MT_RS04370,,tRNA-Glu,MT_RS04370,protein_coding,ID=rna-MT_RS04370;Parent=gene-MT_RS04370;anticodon=(pos:923943..923945);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MT_RS04370;product=tRNA-Glu
CDC1551,NC_002755.2,RefSeq,gene,924019,924095,77,+,,,gene-MT_RS04375,MT_RS04375,,MT_RS04375,tRNA,ID=gene-MT_RS04375;Name=MT_RS04375;gbkey=Gene;gene_biotype=tRNA;locus_tag=MT_RS04375;old_locus_tag=MTt12
CDC1551,NC_002755.2,tRNAscan-SE,tRNA,924019,924095,77,+,,,rna-MT_RS04375,,tRNA-Asp,MT_RS04375,protein_coding,ID=rna-MT_RS04375;Parent=gene-MT_RS04375;anticodon=(pos:924053..924055);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MT_RS04375;product=tRNA-Asp
CDC1551,NC_002755.2,RefSeq,gene,924122,924198,77,+,,,gene-MT_RS04380,MT_RS04380,,MT_RS04380,tRNA,ID=gene-MT_RS04380;Name=MT_RS04380;gbkey=Gene;gene_biotype=tRNA;locus_tag=MT_RS04380;old_locus_tag=MTt13
CDC1551,NC_002755.2,tRNAscan-SE,tRNA,924122,924198,77,+,,,rna-MT_RS04380,,tRNA-Phe,MT_RS04380,protein_coding,ID=rna-MT_RS04380;Parent=gene-MT_RS04380;anticodon=(pos:924156..924158);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MT_RS04380;product=tRNA-Phe
CDC1551,NC_002755.2,RefSeq,gene,924860,925273,414,+,,,gene-MT_RS22490,MT_RS22490,,MT_RS22490,protein_coding,ID=gene-MT_RS22490;Name=MT_RS22490;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS22490;old_locus_tag=MT0854
CDC1551,NC_002755.2,Protein Homology,CDS,924860,925273,414,+,,0,cds-WP_003404353.1,WP_003404353.1,PE family protein,MT_RS22490,protein_coding,"ID=cds-WP_003404353.1;Parent=gene-MT_RS22490;Dbxref=GenBank:WP_003404353.1;Name=WP_003404353.1;Ontology_term=GO:0005576,GO:0009986;gbkey=CDS;go_component=extracellular region|0005576||IEA,cell surface|0009986||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:YP_177759.1;locus_tag=MT_RS22490;product=PE family protein;protein_id=WP_003404353.1;transl_table=11"
CDC1551,NC_002755.2,Protein Homology,CDS,925270,925356,87,+,,0,cds-MT_RS23560,,hypothetical protein,MT_RS23560,protein_coding,"ID=cds-MT_RS23560;Parent=gene-MT_RS23560;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;end_range=925356,.;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF044496.3;locus_tag=MT_RS23560;partial=true;product=hypothetical protein;pseudo=true;transl_table=11"
CDC1551,NC_002755.2,Protein Homology,CDS,926425,926520,96,+,,0,cds-MT_RS23565,,PE family protein,MT_RS23565,protein_coding,"ID=cds-MT_RS23565;Parent=gene-MT_RS23565;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus and C-terminus;end_range=926520,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:YP_177759.1;locus_tag=MT_RS23565;partial=true;product=PE family protein;pseudo=true;start_range=.,926425;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,927538,927717,180,+,,,gene-MT_RS23365,MT_RS23365,,MT_RS23365,protein_coding,ID=gene-MT_RS23365;Name=MT_RS23365;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS23365
